User_ID,Name,Gender,Age,Religion,Location,Education,Job_Title,Bio_Preference,preferences
172,Divya,Female,27,Hindu,Pune,M.Phil,Professor,I am a Professor with a degree in PhD. Looking for a partner around 28 who is a Interior Designer or has studied UPSC Aspirant. I am based in Pune and value career growth.,"{'Religion': None, 'Profession': 'Interior Designer', 'Age': 28, 'Education': 'UPSC Aspirant', 'Location': 'Pune'}"
173,Nikhil,Male,26,Hindu,Mumbai,Journalism,Video Editor,I am a Video Editor with a degree in Journalism. Looking for a partner age 26 who is working as a Finance Manager or has studied PGDM. I am based in Mumbai and value career growth.,"{'Religion': None, 'Profession': 'Finance Manager', 'Age': 26, 'Education': 'PGDM', 'Location': 'Mumbai'}"
174,Preeti,Female,29,Hindu,Hyderabad,B.Com,Investment Banker,I am a Investment Banker with a degree in B.Com. Looking for a partner around 28 who is working as a QA Tester or has studied Diploma in IT. I am based in Hyderabad and value career growth.,"{'Religion': None, 'Profession': 'QA Tester', 'Age': 28, 'Education': 'Diploma in IT', 'Location': 'Hyderabad'}"
175,Mayank,Male,23,Hindu,Ahmedabad,B.Pharma,General Physician,I am a General Physician with a degree in B.Pharma. Looking for a partner around 21 who is working as a General Physician or has studied BDS. I am based in Ahmedabad and value career growth.,"{'Religion': None, 'Profession': 'General Physician', 'Age': 21, 'Education': 'BDS', 'Location': 'Ahmedabad'}"
176,Vanshika,Female,26,Sikh,Chennai,B.Pharma,General Physician,I am a General Physician with a degree in B.Pharma. Looking for a partner around 27 who is a DevOps Engineer or has studied MS in CS. I am based in Chennai and value career growth.,"{'Religion': None, 'Profession': 'DevOps Engineer', 'Age': 27, 'Education': 'MS in CS', 'Location': 'Chennai'}"
177,Bhavna,Female,28,Muslim,Pune,LLB,Corporate Lawyer,I am a Corporate Lawyer with a degree in LLM. Looking for a partner around 26 who is a Research Scholar or has studied PhD. I am based in Pune and value career growth.,"{'Religion': None, 'Profession': 'Research Scholar', 'Age': 26, 'Education': 'PhD', 'Location': 'Pune'}"
178,Suresh,Male,33,Hindu,Noida,MS in CS,Backend Developer,I am a Backend Developer with a degree in MS in CS. Looking for a partner around 35 who is a UI/UX Designer or has studied B.Sc Computer Science. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'UI/UX Designer', 'Age': 35, 'Education': 'B.Sc Computer Science', 'Location': 'Noida'}"
179,Ishita,Female,33,Muslim,Ahmedabad,MD,Pediatrician,I am a Pediatrician with a degree in MD. Looking for a partner around 35 who is working as a Professor or has studied LLB. I am based in Ahmedabad and value career growth.,"{'Religion': None, 'Profession': 'Professor', 'Age': 35, 'Education': 'LLB', 'Location': 'Ahmedabad'}"
180,Raghav,Male,24,Hindu,Noida,CS,Investment Banker,I am a Investment Banker with a degree in CS. Looking for a partner around 26 who is a Physiotherapist or has studied BDS. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Physiotherapist', 'Age': 26, 'Education': 'BDS', 'Location': 'Noida'}"
181,Ritesh,Male,27,Muslim,Chennai,B.Tech,UI/UX Designer,I am a UI/UX Designer with a degree in B.Tech. Looking for a partner age 29 who is a Physiotherapist or has studied BHMS. I am based in Chennai and value career growth.,"{'Religion': None, 'Profession': 'Physiotherapist', 'Age': 29, 'Education': 'BHMS', 'Location': 'Chennai'}"
182,Ishika,Female,28,Hindu,Kolkata,BBA,Business Analyst,I am a Business Analyst with a degree in CFA. Looking for a partner age 27 who is a Graphic Designer or has studied Mass Communication. I am based in Kolkata and value career growth.,"{'Religion': None, 'Profession': 'Graphic Designer', 'Age': 27, 'Education': 'Mass Communication', 'Location': 'Kolkata'}"
183,Priya,Female,33,Hindu,Hyderabad,BPT,Physiotherapist,I am a Physiotherapist with a degree in MS (Surgery). Looking for a partner around 33 who is a Professor or has studied LLM. I am based in Hyderabad and value career growth.,"{'Religion': None, 'Profession': 'Professor', 'Age': 33, 'Education': 'LLM', 'Location': 'Hyderabad'}"
184,Kabir,Male,23,Hindu,Gurgaon,LLM,Legal Consultant,I am a Legal Consultant with a degree in B.Plan. Looking for a partner around 24 who is a Architect or has studied B.Plan. I am based in Gurgaon and value career growth.,"{'Religion': None, 'Profession': 'Architect', 'Age': 24, 'Education': 'B.Plan', 'Location': 'Gurgaon'}"
185,Shweta,Female,31,Muslim,Bangalore,PhD,Research Scholar,I am a Research Scholar with a degree in PhD. Looking for a partner around 32 who is a DevOps Engineer or has studied BCA. I am based in Bangalore and value career growth.,"{'Religion': None, 'Profession': 'DevOps Engineer', 'Age': 32, 'Education': 'BCA', 'Location': 'Bangalore'}"
186,Sneha,Female,23,Hindu,Pune,B.Arch,Architect,I am a Architect with a degree in LLB. Looking for a partner around 22 who is a Photographer or has studied Journalism. I am based in Pune and value career growth.,"{'Religion': None, 'Profession': 'Photographer', 'Age': 22, 'Education': 'Journalism', 'Location': 'Pune'}"
187,Aarav,Male,24,Hindu,Delhi,LLB,Research Scholar,I am a Research Scholar with a degree in LLB. Looking for a partner age 26 who is working as a HR Specialist or has studied M.Com. I am based in Delhi and value career growth.,"{'Religion': None, 'Profession': 'HR Specialist', 'Age': 26, 'Education': 'M.Com', 'Location': 'Delhi'}"
188,Simran,Female,31,Hindu,Hyderabad,B.Plan,Research Scholar,I am a Research Scholar with a degree in B.Plan. Looking for a partner age 30 who is working as a Video Editor or has studied Mass Communication. I am based in Hyderabad and value career growth.,"{'Religion': None, 'Profession': 'Video Editor', 'Age': 30, 'Education': 'Mass Communication', 'Location': 'Hyderabad'}"
189,Aavya,Female,24,Christian,Noida,BE,DevOps Engineer,I am a DevOps Engineer with a degree in BE. Looking for a partner around 22 who is a SDE or has studied B.Sc Computer Science. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'SDE', 'Age': 22, 'Education': 'B.Sc Computer Science', 'Location': 'Noida'}"
190,Priti,Female,23,Hindu,Pune,B.Com,Chartered Accountant,I am a Chartered Accountant with a degree in MBA. Looking for a partner age 25 who is working as a DevOps Engineer or has studied MS in CS. I am based in Pune and value career growth.,"{'Religion': None, 'Profession': 'DevOps Engineer', 'Age': 25, 'Education': 'MS in CS', 'Location': 'Pune'}"
191,Aditi,Female,24,Hindu,Hyderabad,LLM,Civil Engineer,I am a Civil Engineer with a degree in LLM. Looking for a partner age 24 who is a Research Scholar or has studied PhD. I am based in Hyderabad and value career growth.,"{'Religion': None, 'Profession': 'Research Scholar', 'Age': 24, 'Education': 'PhD', 'Location': 'Hyderabad'}"
192,Tanvi,Female,22,Hindu,Ahmedabad,BDS,Dentist,I am a Dentist with a degree in BPT (Physiotherapy). Looking for a partner around 21 who is a Pharmacist or has studied B.Sc Nursing. I am based in Ahmedabad and value career growth.,"{'Religion': None, 'Profession': 'Pharmacist', 'Age': 21, 'Education': 'B.Sc Nursing', 'Location': 'Ahmedabad'}"
193,Sameer,Male,33,Parsi,Delhi,B.Des,Graphic Designer,I am a Graphic Designer with a degree in Fashion Design. Looking for a partner around 32 who is working as a General Physician or has studied B.Pharma. I am based in Delhi and value career growth.,"{'Religion': None, 'Profession': 'General Physician', 'Age': 32, 'Education': 'B.Pharma', 'Location': 'Delhi'}"
194,Sahil,Male,28,Hindu,Mumbai,Mass Communication,Journalist,I am a Journalist with a degree in Fashion Design. Looking for a partner age 29 who is working as a Marketing Head or has studied CA. I am based in Mumbai and value career growth.,"{'Religion': None, 'Profession': 'Marketing Head', 'Age': 29, 'Education': 'CA', 'Location': 'Mumbai'}"
195,Deepak,Male,31,Jain,Bangalore,BCA,QA Tester,I am a QA Tester with a degree in MS in CS. Looking for a partner age 30 who is a Pharmacist or has studied MD. I am based in Bangalore and value career growth.,"{'Religion': None, 'Profession': 'Pharmacist', 'Age': 30, 'Education': 'MD', 'Location': 'Bangalore'}"
196,Ishika,Female,29,Muslim,Pune,BDS,Pharmacist,I am a Pharmacist with a degree in BDS. Looking for a partner around 27 who is working as a UI/UX Designer or has studied B.Sc Computer Science. I am based in Pune and value career growth.,"{'Religion': None, 'Profession': 'UI/UX Designer', 'Age': 27, 'Education': 'B.Sc Computer Science', 'Location': 'Pune'}"
197,Navya,Female,30,Hindu,Delhi,MBBS,Medical Officer,I am a Medical Officer with a degree in MD. Looking for a partner age 32 who is working as a Civil Engineer or has studied UPSC Aspirant. I am based in Delhi and value career growth.,"{'Religion': None, 'Profession': 'Civil Engineer', 'Age': 32, 'Education': 'UPSC Aspirant', 'Location': 'Delhi'}"
198,Aaryan,Male,23,Sikh,Noida,Mass Communication,Journalist,I am a Journalist with a degree in Bachelor of Design. Looking for a partner around 21 who is a Radiologist or has studied MD. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Radiologist', 'Age': 21, 'Education': 'MD', 'Location': 'Noida'}"
199,Jatin,Male,23,Hindu,Mumbai,LLB,Research Scholar,I am a Research Scholar with a degree in LLB. Looking for a partner age 21 who is working as a Medical Officer or has studied BPT (Physiotherapy). I am based in Mumbai and value career growth.,"{'Religion': None, 'Profession': 'Medical Officer', 'Age': 21, 'Education': 'BPT (Physiotherapy)', 'Location': 'Mumbai'}"
200,Vihaan,Male,31,Hindu,Noida,BCA,QA Tester,I am a QA Tester with a degree in Diploma in IT. Looking for a partner age 31 who is working as a Architect or has studied LLB. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Architect', 'Age': 31, 'Education': 'LLB', 'Location': 'Noida'}"
